"","month","year","ORIGIN","DEST","Flights"
"1901",3,2002,"SEA","PUW",1
"1902",3,2002,"SEA","RDM",1
"1903",3,2002,"SEA","RNO",6
"1904",3,2002,"SEA","SAN",4
"1905",3,2002,"SEA","SFO",13
"1906",3,2002,"SEA","SJC",5
"1907",3,2002,"SEA","SLC",9
"1908",3,2002,"SEA","SMF",6
"1909",3,2002,"SEA","SNA",2
"1910",3,2002,"SEA","STL",2
"1911",3,2002,"SEA","TUS",2
"1912",3,2002,"SEA","TWF",1
"1913",3,2002,"SEA","YKM",1
"1914",3,2002,"SFO","SEA",10
"1915",3,2002,"SJC","SEA",5
"1916",3,2002,"SLC","SEA",9
"1917",3,2002,"SMF","SEA",6
"1918",3,2002,"SNA","SEA",2
"1919",3,2002,"STL","SEA",2
"1920",3,2002,"TUS","SEA",1
"1921",3,2002,"TWF","SEA",1
"1922",3,2002,"YKM","SEA",2
"1923",4,2002,"ABQ","SEA",2
"1924",4,2002,"ALW","SEA",1
"1925",4,2002,"ANC","SEA",9
"1926",4,2002,"ATL","SEA",3
"1927",4,2002,"BIL","SEA",2
"1928",4,2002,"BLI","SEA",1
"1929",4,2002,"BNA","SEA",2
"1930",4,2002,"BOS","SEA",2
"1931",4,2002,"BTM","SEA",1
"1932",4,2002,"BZN","SEA",1
"1933",4,2002,"CLM","SEA",1
"1934",4,2002,"CLT","SEA",2
"1935",4,2002,"COS","SEA",1
"1936",4,2002,"CVG","SEA",2
"1937",4,2002,"DCA","SEA",1
"1938",4,2002,"DFW","SEA",8
"1939",4,2002,"DTW","SEA",2
"1940",4,2002,"EAT","SEA",1
"1941",4,2002,"EKO","SEA",1
"1942",4,2002,"EUG","SEA",2
"1943",4,2002,"EWR","SEA",3
"1944",4,2002,"FAI","SEA",2
"1945",4,2002,"FAT","SEA",2
"1946",4,2002,"FCA","SEA",2
"1947",4,2002,"GEG","SEA",8
"1948",4,2002,"GTF","SEA",1
"1949",4,2002,"HLN","SEA",2
"1950",4,2002,"HNL","SEA",5
"1951",4,2002,"IAD","SEA",4
"1952",4,2002,"IAH","SEA",3
"1953",4,2002,"JFK","SEA",4
"1954",4,2002,"JNU","SEA",4
"1955",4,2002,"KTN","SEA",3
"1956",4,2002,"LAS","SEA",5
"1957",4,2002,"LAX","SEA",10
"1958",4,2002,"LMT","SEA",1
"1959",4,2002,"LWS","SEA",2
"1960",4,2002,"MCI","SEA",2
"1961",4,2002,"MDW","SEA",4
"1962",4,2002,"MEM","SEA",1
"1963",4,2002,"MFR","SEA",1
"1964",4,2002,"MSO","SEA",2
"1965",4,2002,"MSP","SEA",8
"1966",4,2002,"OAK","SEA",6
"1967",4,2002,"OGG","SEA",3
"1968",4,2002,"OMA","SEA",1
"1969",4,2002,"ORD","SEA",10
"1970",4,2002,"PDX","SEA",9
"1971",4,2002,"PHL","SEA",2
"1972",4,2002,"PHX","SEA",8
"1973",4,2002,"PIT","SEA",2
"1974",4,2002,"PUW","SEA",1
"1975",4,2002,"RDM","SEA",1
"1976",4,2002,"RNO","SEA",5
"1977",4,2002,"SAN","SEA",3
"1978",4,2002,"SEA","ABQ",2
"1979",4,2002,"SEA","ALW",1
"1980",4,2002,"SEA","ANC",8
"1981",4,2002,"SEA","ATL",3
"1982",4,2002,"SEA","AUS",1
"1983",4,2002,"SEA","BIL",2
"1984",4,2002,"SEA","BLI",1
"1985",4,2002,"SEA","BNA",2
"1986",4,2002,"SEA","BOS",2
"1987",4,2002,"SEA","BTM",1
"1988",4,2002,"SEA","BZN",1
"1989",4,2002,"SEA","CLE",1
"1990",4,2002,"SEA","CLM",1
"1991",4,2002,"SEA","CLT",2
"1992",4,2002,"SEA","CVG",1
"1993",4,2002,"SEA","DCA",1
"1994",4,2002,"SEA","DFW",6
"1995",4,2002,"SEA","DTW",4
"1996",4,2002,"SEA","EAT",1
"1997",4,2002,"SEA","EKO",1
"1998",4,2002,"SEA","EUG",2
"1999",4,2002,"SEA","EWR",3
"2000",4,2002,"SEA","FAI",2
"2001",4,2002,"SEA","FAT",3
"2002",4,2002,"SEA","FCA",2
"2003",4,2002,"SEA","GEG",7
"2004",4,2002,"SEA","GTF",2
"2005",4,2002,"SEA","HLN",2
"2006",4,2002,"SEA","HNL",5
"2007",4,2002,"SEA","IAD",4
"2008",4,2002,"SEA","IAH",3
"2009",4,2002,"SEA","JFK",4
"2010",4,2002,"SEA","JNU",3
"2011",4,2002,"SEA","KTN",4
"2012",4,2002,"SEA","LAS",6
"2013",4,2002,"SEA","LAX",10
"2014",4,2002,"SEA","LWS",2
"2015",4,2002,"SEA","MCI",2
"2016",4,2002,"SEA","MDW",5
"2017",4,2002,"SEA","MEM",2
"2018",4,2002,"SEA","MFR",1
"2019",4,2002,"SEA","MSO",2
"2020",4,2002,"SEA","MSP",5
"2021",4,2002,"SEA","OAK",6
"2022",4,2002,"SEA","OGG",3
"2023",4,2002,"SEA","ORD",8
"2024",4,2002,"SEA","PDX",7
"2025",4,2002,"SEA","PHL",2
"2026",4,2002,"SEA","PHX",8
"2027",4,2002,"SEA","PIT",3
"2028",4,2002,"SEA","PUW",1
"2029",4,2002,"SEA","RDM",1
"2030",4,2002,"SEA","RNO",5
"2031",4,2002,"SEA","SAN",3
"2032",4,2002,"SEA","SFO",15
"2033",4,2002,"SEA","SJC",6
"2034",4,2002,"SEA","SLC",8
"2035",4,2002,"SEA","SMF",5
"2036",4,2002,"SEA","SNA",2
"2037",4,2002,"SEA","STL",3
"2038",4,2002,"SEA","TUL",2
"2039",4,2002,"SEA","TUS",2
"2040",4,2002,"SEA","YKM",1
"2041",4,2002,"SFO","SEA",12
"2042",4,2002,"SJC","SEA",6
"2043",4,2002,"SLC","SEA",8
"2044",4,2002,"SMF","SEA",5
"2045",4,2002,"SNA","SEA",2
"2046",4,2002,"STL","SEA",3
"2047",4,2002,"TUS","SEA",2
"2048",4,2002,"YKM","SEA",1
"2049",5,2002,"ABQ","SEA",2
"2050",5,2002,"ALW","SEA",1
"2051",5,2002,"ANC","SEA",8
"2052",5,2002,"ATL","SEA",2
"2053",5,2002,"BIL","SEA",2
"2054",5,2002,"BLI","SEA",1
"2055",5,2002,"BNA","SEA",2
"2056",5,2002,"BOS","SEA",2
"2057",5,2002,"BTM","SEA",1
"2058",5,2002,"BZN","SEA",1
"2059",5,2002,"CLM","SEA",1
"2060",5,2002,"CLT","SEA",3
"2061",5,2002,"CVG","SEA",2
"2062",5,2002,"DCA","SEA",1
"2063",5,2002,"DFW","SEA",5
"2064",5,2002,"DTW","SEA",1
"2065",5,2002,"EAT","SEA",1
"2066",5,2002,"EKO","SEA",1
"2067",5,2002,"EUG","SEA",1
"2068",5,2002,"EWR","SEA",4
"2069",5,2002,"FAI","SEA",2
"2070",5,2002,"FAT","SEA",1
"2071",5,2002,"FCA","SEA",2
"2072",5,2002,"GEG","SEA",8
"2073",5,2002,"GTF","SEA",1
"2074",5,2002,"HLN","SEA",1
"2075",5,2002,"HNL","SEA",4
"2076",5,2002,"IAD","SEA",4
"2077",5,2002,"IAH","SEA",4
"2078",5,2002,"JFK","SEA",5
"2079",5,2002,"JNU","SEA",4
"2080",5,2002,"KTN","SEA",4
"2081",5,2002,"LAS","SEA",6
"2082",5,2002,"LAX","SEA",11
"2083",5,2002,"LWS","SEA",2
"2084",5,2002,"MCI","SEA",2
"2085",5,2002,"MDW","SEA",5
"2086",5,2002,"MEM","SEA",1
"2087",5,2002,"MFR","SEA",1
"2088",5,2002,"MSO","SEA",1
"2089",5,2002,"MSP","SEA",4
"2090",5,2002,"OAK","SEA",6
"2091",5,2002,"OGG","SEA",3
"2092",5,2002,"ORD","SEA",9
"2093",5,2002,"PDX","SEA",10
"2094",5,2002,"PHL","SEA",2
"2095",5,2002,"PHX","SEA",9
"2096",5,2002,"PIT","SEA",2
"2097",5,2002,"PUW","SEA",1
"2098",5,2002,"RDM","SEA",1
"2099",5,2002,"RNO","SEA",5
"2100",5,2002,"SAN","SEA",4
"2101",5,2002,"SEA","ABQ",2
"2102",5,2002,"SEA","ALW",1
"2103",5,2002,"SEA","ANC",8
"2104",5,2002,"SEA","ATL",3
"2105",5,2002,"SEA","BIL",2
"2106",5,2002,"SEA","BLI",1
"2107",5,2002,"SEA","BNA",2
"2108",5,2002,"SEA","BOS",2
"2109",5,2002,"SEA","BTM",1
"2110",5,2002,"SEA","BZN",1
"2111",5,2002,"SEA","CLM",1
"2112",5,2002,"SEA","CLT",3
"2113",5,2002,"SEA","CVG",1
"2114",5,2002,"SEA","DCA",1
"2115",5,2002,"SEA","DFW",4
"2116",5,2002,"SEA","DTW",2
"2117",5,2002,"SEA","EAT",1
"2118",5,2002,"SEA","EKO",1
"2119",5,2002,"SEA","EUG",1
"2120",5,2002,"SEA","EWR",4
"2121",5,2002,"SEA","FAI",2
"2122",5,2002,"SEA","FAT",1
"2123",5,2002,"SEA","FCA",2
"2124",5,2002,"SEA","GEG",9
"2125",5,2002,"SEA","GTF",1
"2126",5,2002,"SEA","HLN",2
"2127",5,2002,"SEA","HNL",5
"2128",5,2002,"SEA","IAD",4
"2129",5,2002,"SEA","IAH",4
"2130",5,2002,"SEA","JFK",5
"2131",5,2002,"SEA","JNU",3
"2132",5,2002,"SEA","KTN",5
"2133",5,2002,"SEA","LAS",7
"2134",5,2002,"SEA","LAX",9
"2135",5,2002,"SEA","LWS",2
"2136",5,2002,"SEA","MCI",2
"2137",5,2002,"SEA","MDW",5
"2138",5,2002,"SEA","MEM",1
"2139",5,2002,"SEA","MFR",1
"2140",5,2002,"SEA","MSN",1
"2141",5,2002,"SEA","MSO",1
"2142",5,2002,"SEA","MSP",4
"2143",5,2002,"SEA","OAK",6
"2144",5,2002,"SEA","OGG",3
"2145",5,2002,"SEA","OKC",1
"2146",5,2002,"SEA","OMA",1
"2147",5,2002,"SEA","ORD",7
"2148",5,2002,"SEA","PDX",10
"2149",5,2002,"SEA","PHL",3
"2150",5,2002,"SEA","PHX",9
"2151",5,2002,"SEA","PIT",3
"2152",5,2002,"SEA","PUW",2
"2153",5,2002,"SEA","RDM",1
"2154",5,2002,"SEA","RNO",4
"2155",5,2002,"SEA","SAN",4
"2156",5,2002,"SEA","SFO",15
"2157",5,2002,"SEA","SJC",5
"2158",5,2002,"SEA","SLC",6
"2159",5,2002,"SEA","SMF",5
"2160",5,2002,"SEA","SNA",2
"2161",5,2002,"SEA","SPS",1
"2162",5,2002,"SEA","STL",3
"2163",5,2002,"SEA","TUS",2
"2164",5,2002,"SEA","TWF",1
"2165",5,2002,"SEA","YKM",1
"2166",5,2002,"SFO","SEA",10
"2167",5,2002,"SJC","SEA",6
"2168",5,2002,"SLC","SEA",7
"2169",5,2002,"SMF","SEA",5
"2170",5,2002,"SNA","SEA",2
"2171",5,2002,"STL","SEA",2
"2172",5,2002,"TUS","SEA",2
"2173",5,2002,"YKM","SEA",1
"2174",6,2002,"ABQ","SEA",2
"2175",6,2002,"ALW","SEA",1
"2176",6,2002,"ANC","SEA",10
"2177",6,2002,"ATL","SEA",3
"2178",6,2002,"BIL","SEA",2
"2179",6,2002,"BLI","SEA",1
"2180",6,2002,"BNA","SEA",3
"2181",6,2002,"BOS","SEA",3
"2182",6,2002,"BTM","SEA",1
"2183",6,2002,"BWI","SEA",2
"2184",6,2002,"BZN","SEA",1
"2185",6,2002,"CLM","SEA",1
"2186",6,2002,"CLT","SEA",3
"2187",6,2002,"CVG","SEA",1
"2188",6,2002,"DCA","SEA",1
"2189",6,2002,"DFW","SEA",4
"2190",6,2002,"DTW","SEA",4
"2191",6,2002,"EAT","SEA",1
"2192",6,2002,"EKO","SEA",1
"2193",6,2002,"EUG","SEA",1
"2194",6,2002,"EWR","SEA",5
"2195",6,2002,"FAI","SEA",3
"2196",6,2002,"FAT","SEA",1
"2197",6,2002,"FCA","SEA",1
"2198",6,2002,"GEG","SEA",10
"2199",6,2002,"GTF","SEA",1
"2200",6,2002,"HLN","SEA",1
"2201",6,2002,"HNL","SEA",4
"2202",6,2002,"IAD","SEA",6
"2203",6,2002,"IAH","SEA",3
"2204",6,2002,"JFK","SEA",9
"2205",6,2002,"JNU","SEA",5
"2206",6,2002,"KTN","SEA",4
"2207",6,2002,"LAS","SEA",7
"2208",6,2002,"LAX","SEA",13
"2209",6,2002,"LWS","SEA",2
"2210",6,2002,"MCI","SEA",4
"2211",6,2002,"MDW","SEA",2
"2212",6,2002,"MEM","SEA",1
"2213",6,2002,"MFR","SEA",2
"2214",6,2002,"MSO","SEA",2
"2215",6,2002,"MSP","SEA",8
"2216",6,2002,"OAK","SEA",7
"2217",6,2002,"OGG","SEA",1
"2218",6,2002,"OMA","SEA",2
"2219",6,2002,"ORD","SEA",11
"2220",6,2002,"PDX","SEA",11
"2221",6,2002,"PHL","SEA",4
"2222",6,2002,"PHX","SEA",9
"2223",6,2002,"PIT","SEA",3
"2224",6,2002,"PUW","SEA",1
"2225",6,2002,"RAP","SEA",2
"2226",6,2002,"RDM","SEA",1
"2227",6,2002,"RNO","SEA",4
"2228",6,2002,"SAN","SEA",3
"2229",6,2002,"SEA","ABQ",3
"2230",6,2002,"SEA","ALW",1
"2231",6,2002,"SEA","ANC",12
"2232",6,2002,"SEA","ATL",4
"2233",6,2002,"SEA","AUS",1
"2234",6,2002,"SEA","BIL",2
"2235",6,2002,"SEA","BIS",1
"2236",6,2002,"SEA","BLI",1
"2237",6,2002,"SEA","BNA",2
"2238",6,2002,"SEA","BOS",3
"2239",6,2002,"SEA","BTM",1
"2240",6,2002,"SEA","BWI",2
"2241",6,2002,"SEA","BZN",1
"2242",6,2002,"SEA","CLE",1
"2243",6,2002,"SEA","CLM",1
"2244",6,2002,"SEA","CLT",4
"2245",6,2002,"SEA","CVG",2
"2246",6,2002,"SEA","DCA",1
"2247",6,2002,"SEA","DFW",5
"2248",6,2002,"SEA","DTW",3
"2249",6,2002,"SEA","EAT",1
"2250",6,2002,"SEA","EKO",1
"2251",6,2002,"SEA","ELP",1
"2252",6,2002,"SEA","EUG",1
"2253",6,2002,"SEA","EWR",6
"2254",6,2002,"SEA","FAI",4
"2255",6,2002,"SEA","FAT",1
"2256",6,2002,"SEA","FCA",1
"2257",6,2002,"SEA","GEG",9
"2258",6,2002,"SEA","GTF",1
"2259",6,2002,"SEA","HLN",1
"2260",6,2002,"SEA","HNL",4
"2261",6,2002,"SEA","IAD",6
"2262",6,2002,"SEA","IAH",3
"2263",6,2002,"SEA","IND",1
"2264",6,2002,"SEA","JFK",9
"2265",6,2002,"SEA","JNU",4
"2266",6,2002,"SEA","KTN",6
"2267",6,2002,"SEA","LAS",9
"2268",6,2002,"SEA","LAX",10
"2269",6,2002,"SEA","LWS",2
"2270",6,2002,"SEA","MCI",4
"2271",6,2002,"SEA","MDW",4
"2272",6,2002,"SEA","MEM",1
"2273",6,2002,"SEA","MFR",2
"2274",6,2002,"SEA","MSO",2
"2275",6,2002,"SEA","MSP",8
"2276",6,2002,"SEA","OAK",7
"2277",6,2002,"SEA","OGG",1
"2278",6,2002,"SEA","OMA",2
"2279",6,2002,"SEA","ORD",7
"2280",6,2002,"SEA","PDX",11
"2281",6,2002,"SEA","PHL",3
"2282",6,2002,"SEA","PHX",9
"2283",6,2002,"SEA","PIT",4
"2284",6,2002,"SEA","PUW",1
"2285",6,2002,"SEA","RDM",1
"2286",6,2002,"SEA","RFD",1
"2287",6,2002,"SEA","RNO",5
"2288",6,2002,"SEA","SAN",3
"2289",6,2002,"SEA","SAT",1
"2290",6,2002,"SEA","SFO",15
"2291",6,2002,"SEA","SJC",6
"2292",6,2002,"SEA","SLC",8
"2293",6,2002,"SEA","SMF",6
"2294",6,2002,"SEA","SNA",2
"2295",6,2002,"SEA","STL",3
"2296",6,2002,"SEA","TUS",3
"2297",6,2002,"SEA","TYS",1
"2298",6,2002,"SEA","YKM",1
"2299",6,2002,"SFO","SEA",12
"2300",6,2002,"SJC","SEA",6
"2301",6,2002,"SLC","SEA",8
"2302",6,2002,"SMF","SEA",6
"2303",6,2002,"SNA","SEA",2
"2304",6,2002,"STL","SEA",2
"2305",6,2002,"TUS","SEA",3
"2306",6,2002,"YKM","SEA",1
"2307",7,2002,"ABQ","SEA",2
"2308",7,2002,"ALW","SEA",1
"2309",7,2002,"AMA","SEA",1
"2310",7,2002,"ANC","SEA",8
"2311",7,2002,"ATL","SEA",4
"2312",7,2002,"BIL","SEA",2
"2313",7,2002,"BLI","SEA",1
"2314",7,2002,"BNA","SEA",2
"2315",7,2002,"BOS","SEA",4
"2316",7,2002,"BTM","SEA",2
"2317",7,2002,"BWI","SEA",1
"2318",7,2002,"BZN","SEA",2
"2319",7,2002,"CLM","SEA",1
"2320",7,2002,"CLT","SEA",2
"2321",7,2002,"CVG","SEA",1
"2322",7,2002,"DCA","SEA",1
"2323",7,2002,"DFW","SEA",4
"2324",7,2002,"DTW","SEA",5
"2325",7,2002,"EAT","SEA",1
"2326",7,2002,"EKO","SEA",1
"2327",7,2002,"EUG","SEA",2
"2328",7,2002,"EWR","SEA",4
"2329",7,2002,"FAI","SEA",2
"2330",7,2002,"FAR","SEA",1
"2331",7,2002,"FAT","SEA",2
"2332",7,2002,"FCA","SEA",1
"2333",7,2002,"FSD","SEA",2
"2334",7,2002,"GEG","SEA",10
"2335",7,2002,"GTF","SEA",1
"2336",7,2002,"HLN","SEA",1
"2337",7,2002,"HNL","SEA",3
"2338",7,2002,"IAD","SEA",5
"2339",7,2002,"IAH","SEA",3
"2340",7,2002,"IND","SEA",1
"2341",7,2002,"JFK","SEA",9
"2342",7,2002,"JNU","SEA",6
"2343",7,2002,"KTN","SEA",3
"2344",7,2002,"LAS","SEA",8
"2345",7,2002,"LAX","SEA",11
"2346",7,2002,"LUF","SEA",1
"2347",7,2002,"LWS","SEA",2
"2348",7,2002,"MCI","SEA",4
"2349",7,2002,"MDW","SEA",2
"2350",7,2002,"MEM","SEA",1
"2351",7,2002,"MFR","SEA",2
"2352",7,2002,"MSO","SEA",2
"2353",7,2002,"MSP","SEA",11
"2354",7,2002,"OAK","SEA",7
"2355",7,2002,"OGG","SEA",1
"2356",7,2002,"ORD","SEA",10
"2357",7,2002,"PDX","SEA",11
"2358",7,2002,"PHL","SEA",4
"2359",7,2002,"PHX","SEA",9
"2360",7,2002,"PIT","SEA",2
"2361",7,2002,"PUW","SEA",1
"2362",7,2002,"RDM","SEA",1
"2363",7,2002,"RNO","SEA",7
"2364",7,2002,"SAN","SEA",4
"2365",7,2002,"SEA","ABQ",3
"2366",7,2002,"SEA","ALW",1
"2367",7,2002,"SEA","ANC",8
"2368",7,2002,"SEA","ATL",4
"2369",7,2002,"SEA","BHM",1
"2370",7,2002,"SEA","BIL",3
"2371",7,2002,"SEA","BLI",1
"2372",7,2002,"SEA","BNA",3
"2373",7,2002,"SEA","BOS",4
"2374",7,2002,"SEA","BTM",1
"2375",7,2002,"SEA","BWI",1
"2376",7,2002,"SEA","BZN",2
"2377",7,2002,"SEA","CLE",1
"2378",7,2002,"SEA","CLM",1
"2379",7,2002,"SEA","CLT",4
"2380",7,2002,"SEA","CVG",2
"2381",7,2002,"SEA","CYS",1
"2382",7,2002,"SEA","DCA",1
"2383",7,2002,"SEA","DFW",5
"2384",7,2002,"SEA","DTW",4
"2385",7,2002,"SEA","EAT",1
"2386",7,2002,"SEA","EDF",1
"2387",7,2002,"SEA","EKO",1
"2388",7,2002,"SEA","ELP",1
"2389",7,2002,"SEA","EUG",2
"2390",7,2002,"SEA","EWR",4
"2391",7,2002,"SEA","FAI",2
"2392",7,2002,"SEA","FAT",3
"2393",7,2002,"SEA","FCA",1
"2394",7,2002,"SEA","FWA",1
"2395",7,2002,"SEA","GEG",10
"2396",7,2002,"SEA","GTF",1
"2397",7,2002,"SEA","HLN",1
"2398",7,2002,"SEA","HNL",3
"2399",7,2002,"SEA","IAD",5
"2400",7,2002,"SEA","IAH",3
"2401",7,2002,"SEA","JFK",7
"2402",7,2002,"SEA","JNU",5
"2403",7,2002,"SEA","KTN",4
"2404",7,2002,"SEA","LAS",8
"2405",7,2002,"SEA","LAX",10
"2406",7,2002,"SEA","LWS",2
"2407",7,2002,"SEA","MCI",4
"2408",7,2002,"SEA","MDW",4
"2409",7,2002,"SEA","MEM",1
"2410",7,2002,"SEA","MFR",2
"2411",7,2002,"SEA","MSO",2
"2412",7,2002,"SEA","MSP",10
"2413",7,2002,"SEA","OAK",7
"2414",7,2002,"SEA","OGG",1
"2415",7,2002,"SEA","OKC",1
"2416",7,2002,"SEA","ORD",8
"2417",7,2002,"SEA","PDX",12
"2418",7,2002,"SEA","PHL",2
"2419",7,2002,"SEA","PHX",9
"2420",7,2002,"SEA","PIT",4
"2421",7,2002,"SEA","PUW",1
"2422",7,2002,"SEA","RDM",1
"2423",7,2002,"SEA","RNO",7
"2424",7,2002,"SEA","SAN",4
"2425",7,2002,"SEA","SFO",14
"2426",7,2002,"SEA","SJC",6
"2427",7,2002,"SEA","SLC",6
"2428",7,2002,"SEA","SMF",6
"2429",7,2002,"SEA","SNA",2
"2430",7,2002,"SEA","STL",2
"2431",7,2002,"SEA","TUL",1
"2432",7,2002,"SEA","TUS",2
"2433",7,2002,"SEA","YKM",2
"2434",7,2002,"SFO","SEA",13
"2435",7,2002,"SJC","SEA",6
"2436",7,2002,"SLC","SEA",7
"2437",7,2002,"SMF","SEA",6
"2438",7,2002,"SNA","SEA",2
"2439",7,2002,"STL","SEA",2
"2440",7,2002,"TUS","SEA",2
"2441",7,2002,"YKM","SEA",2
"2442",8,2002,"ABQ","SEA",2
"2443",8,2002,"ALW","SEA",1
"2444",8,2002,"ANC","SEA",8
"2445",8,2002,"ATL","SEA",2
"2446",8,2002,"BIL","SEA",3
"2447",8,2002,"BLI","SEA",2
"2448",8,2002,"BNA","SEA",2
"2449",8,2002,"BOS","SEA",4
"2450",8,2002,"BTM","SEA",2
"2451",8,2002,"BWI","SEA",1
"2452",8,2002,"BZN","SEA",2
"2453",8,2002,"CLE","SEA",1
"2454",8,2002,"CLM","SEA",1
"2455",8,2002,"CLT","SEA",3
"2456",8,2002,"CVG","SEA",2
"2457",8,2002,"DCA","SEA",1
"2458",8,2002,"DFW","SEA",4
"2459",8,2002,"DTW","SEA",3
"2460",8,2002,"EAT","SEA",1
"2461",8,2002,"EKO","SEA",1
"2462",8,2002,"EUG","SEA",1
"2463",8,2002,"EWR","SEA",4
"2464",8,2002,"FAI","SEA",4
"2465",8,2002,"FAR","SEA",1
"2466",8,2002,"FAT","SEA",1
"2467",8,2002,"FCA","SEA",1
"2468",8,2002,"GEG","SEA",11
"2469",8,2002,"GTF","SEA",1
"2470",8,2002,"HLN","SEA",1
"2471",8,2002,"HNL","SEA",3
"2472",8,2002,"IAD","SEA",3
"2473",8,2002,"IAH","SEA",2
"2474",8,2002,"IND","SEA",1
"2475",8,2002,"JFK","SEA",6
"2476",8,2002,"JNU","SEA",6
"2477",8,2002,"KTN","SEA",3
"2478",8,2002,"LAS","SEA",8
"2479",8,2002,"LAX","SEA",10
"2480",8,2002,"LWS","SEA",2
"2481",8,2002,"MCI","SEA",1
"2482",8,2002,"MDW","SEA",2
"2483",8,2002,"MEM","SEA",3
"2484",8,2002,"MFR","SEA",3
"2485",8,2002,"MSO","SEA",2
"2486",8,2002,"MSP","SEA",10
"2487",8,2002,"MWH","SEA",1
"2488",8,2002,"OAK","SEA",6
"2489",8,2002,"OGG","SEA",1
"2490",8,2002,"OMA","SEA",1
"2491",8,2002,"ORD","SEA",9
"2492",8,2002,"PDX","SEA",11
"2493",8,2002,"PHL","SEA",4
"2494",8,2002,"PHX","SEA",9
"2495",8,2002,"PIH","SEA",1
"2496",8,2002,"PIT","SEA",2
"2497",8,2002,"PUW","SEA",3
"2498",8,2002,"RDM","SEA",1
"2499",8,2002,"RNO","SEA",5
"2500",8,2002,"SAN","SEA",3
"2501",8,2002,"SCK","SEA",1
"2502",8,2002,"SEA","ABQ",4
"2503",8,2002,"SEA","ALW",1
"2504",8,2002,"SEA","ANC",10
"2505",8,2002,"SEA","ATL",2
"2506",8,2002,"SEA","BIL",3
"2507",8,2002,"SEA","BLI",2
"2508",8,2002,"SEA","BNA",2
"2509",8,2002,"SEA","BOS",4
"2510",8,2002,"SEA","BTM",2
"2511",8,2002,"SEA","BUF",1
"2512",8,2002,"SEA","BWI",2
"2513",8,2002,"SEA","BZN",2
"2514",8,2002,"SEA","CLE",1
"2515",8,2002,"SEA","CLM",1
"2516",8,2002,"SEA","CLT",3
"2517",8,2002,"SEA","COS",1
"2518",8,2002,"SEA","CVG",2
"2519",8,2002,"SEA","DCA",1
"2520",8,2002,"SEA","DFW",4
"2521",8,2002,"SEA","DTW",3
"2522",8,2002,"SEA","EAT",1
"2523",8,2002,"SEA","EKO",1
"2524",8,2002,"SEA","EUG",1
"2525",8,2002,"SEA","EWR",4
"2526",8,2002,"SEA","FAI",4
"2527",8,2002,"SEA","FAR",1
"2528",8,2002,"SEA","FAT",2
"2529",8,2002,"SEA","FCA",1
"2530",8,2002,"SEA","FTW",1
"2531",8,2002,"SEA","GEG",12
"2532",8,2002,"SEA","GTF",1
"2533",8,2002,"SEA","HLN",1
"2534",8,2002,"SEA","HNL",3
"2535",8,2002,"SEA","IAD",3
"2536",8,2002,"SEA","IAH",2
"2537",8,2002,"SEA","IND",1
"2538",8,2002,"SEA","JFK",6
"2539",8,2002,"SEA","JNU",5
"2540",8,2002,"SEA","KTN",4
"2541",8,2002,"SEA","LAS",10
"2542",8,2002,"SEA","LAX",9
"2543",8,2002,"SEA","LWS",3
"2544",8,2002,"SEA","MCI",2
"2545",8,2002,"SEA","MDW",3
"2546",8,2002,"SEA","MEM",3
"2547",8,2002,"SEA","MFR",3
"2548",8,2002,"SEA","MSO",2
"2549",8,2002,"SEA","MSP",11
"2550",8,2002,"SEA","OAK",7
"2551",8,2002,"SEA","OGG",1
"2552",8,2002,"SEA","ORD",7
"2553",8,2002,"SEA","PDX",11
"2554",8,2002,"SEA","PHL",4
"2555",8,2002,"SEA","PHX",9
"2556",8,2002,"SEA","PIH",1
"2557",8,2002,"SEA","PIT",4
"2558",8,2002,"SEA","PUW",1
"2559",8,2002,"SEA","RDM",1
"2560",8,2002,"SEA","RFD",1
"2561",8,2002,"SEA","RNO",5
"2562",8,2002,"SEA","SAN",3
"2563",8,2002,"SEA","SAT",1
"2564",8,2002,"SEA","SCK",1
"2565",8,2002,"SEA","SEA",1
"2566",8,2002,"SEA","SFO",12
"2567",8,2002,"SEA","SJC",7
"2568",8,2002,"SEA","SLC",7
"2569",8,2002,"SEA","SMF",5
"2570",8,2002,"SEA","SNA",2
"2571",8,2002,"SEA","STL",3
"2572",8,2002,"SEA","TUS",2
"2573",8,2002,"SEA","YKM",2
"2574",8,2002,"SFO","SEA",12
"2575",8,2002,"SJC","SEA",7
"2576",8,2002,"SLC","SEA",7
"2577",8,2002,"SMF","SEA",7
"2578",8,2002,"SNA","SEA",2
"2579",8,2002,"STL","SEA",3
"2580",8,2002,"TUS","SEA",2
"2581",8,2002,"YKM","SEA",2
"2582",9,2002,"ABQ","SEA",3
"2583",9,2002,"ALW","SEA",1
"2584",9,2002,"ANC","SEA",10
"2585",9,2002,"ATL","SEA",3
"2586",9,2002,"BIL","SEA",2
"2587",9,2002,"BLI","SEA",3
"2588",9,2002,"BNA","SEA",2
"2589",9,2002,"BOS","SEA",3
"2590",9,2002,"BTM","SEA",1
"2591",9,2002,"BWI","SEA",1
"2592",9,2002,"BZN","SEA",1
"2593",9,2002,"CLM","SEA",1
"2594",9,2002,"CLT","SEA",2
"2595",9,2002,"CVG","SEA",1
"2596",9,2002,"DCA","SEA",1
"2597",9,2002,"DFW","SEA",6
"2598",9,2002,"DTW","SEA",3
"2599",9,2002,"EAT","SEA",1
